Price,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Datetime,,,,,
2025-10-14 05:45:00+00:00,25118.349609375,25173.94921875,25101.94921875,25173.650390625,0
2025-10-14 06:45:00+00:00,25084.05078125,25128.5,25061.25,25118.44921875,0
2025-10-14 07:45:00+00:00,25122.75,25137.94921875,25079.55078125,25084.55078125,0
2025-10-14 08:45:00+00:00,25144.80078125,25197.44921875,25099.19921875,25123.0,0
2025-10-14 09:45:00+00:00,25123.349609375,25161.400390625,25112.69921875,25145.25,0
2025-10-15 03:45:00+00:00,25251.25,25267.30078125,25163.19921875,25181.55078125,0
2025-10-15 04:45:00+00:00,25292.599609375,25326.0,25250.05078125,25250.55078125,0
2025-10-15 05:45:00+00:00,25288.25,25322.900390625,25288.25,25292.25,0
2025-10-15 06:45:00+00:00,25325.5,25336.099609375,25282.69921875,25289.30078125,0
2025-10-15 07:45:00+00:00,25326.900390625,25364.349609375,25311.900390625,25326.900390625,0
2025-10-15 08:45:00+00:00,25327.94921875,25337.94921875,25287.099609375,25328.25,0
2025-10-15 09:45:00+00:00,25327.75,25336.650390625,25323.849609375,25328.19921875,0
2025-10-16 03:45:00+00:00,25423.44921875,25452.75,25382.849609375,25401.0,0
2025-10-16 04:45:00+00:00,25462.25,25472.599609375,25417.55078125,25423.650390625,0
2025-10-16 05:45:00+00:00,25477.0,25478.05078125,25441.599609375,25461.75,0
2025-10-16 06:45:00+00:00,25524.0,25525.599609375,25474.75,25476.900390625,0
2025-10-16 07:45:00+00:00,25551.849609375,25576.400390625,25504.099609375,25523.80078125,0
2025-10-16 08:45:00+00:00,25568.55078125,25624.80078125,25552.599609375,25552.650390625,0
2025-10-16 09:45:00+00:00,25566.30078125,25582.900390625,25565.900390625,25567.80078125,0
2025-10-17 03:45:00+00:00,25670.150390625,25677.0,25508.94921875,25541.30078125,0
2025-10-17 04:45:00+00:00,25750.650390625,25757.94921875,25665.099609375,25670.150390625,0
2025-10-17 05:45:00+00:00,25760.599609375,25776.69921875,25710.400390625,25751.05078125,0
2025-10-17 06:45:00+00:00,25668.75,25780.94921875,25652.80078125,25763.94921875,0
2025-10-17 07:45:00+00:00,25682.099609375,25709.099609375,25620.44921875,25670.25,0
2025-10-17 08:45:00+00:00,25708.349609375,25751.69921875,25658.25,25683.94921875,0
2025-10-17 09:45:00+00:00,25704.69921875,25717.349609375,25696.0,25708.30078125,0
2025-10-20 03:45:00+00:00,25856.55078125,25924.650390625,25788.55078125,25816.349609375,0
2025-10-20 04:45:00+00:00,25873.80078125,25892.94921875,25816.349609375,25859.19921875,0
2025-10-20 05:45:00+00:00,25855.25,25878.25,25822.349609375,25874.900390625,0
2025-10-20 06:45:00+00:00,25898.400390625,25910.25,25833.849609375,25854.55078125,0
2025-10-20 07:45:00+00:00,25861.05078125,25901.5,25837.650390625,25897.900390625,0
2025-10-20 08:45:00+00:00,25846.30078125,25884.150390625,25796.75,25860.5,0
2025-10-20 09:45:00+00:00,25850.69921875,25861.599609375,25839.55078125,25845.150390625,0
2025-10-21 07:45:00+00:00,25896.900390625,25932.5,25873.80078125,25901.19921875,0
2025-10-21 08:45:00+00:00,25868.599609375,25908.099609375,25826.25,25897.0,0
2025-10-23 03:45:00+00:00,26095.900390625,26096.69921875,25991.849609375,26058.5,0
2025-10-23 04:45:00+00:00,26058.0,26099.599609375,26044.0,26095.900390625,0
2025-10-23 05:45:00+00:00,26077.099609375,26087.05078125,26041.900390625,26057.05078125,0
2025-10-23 06:45:00+00:00,26059.599609375,26103.80078125,26038.44921875,26076.650390625,0
2025-10-23 07:45:00+00:00,25958.55078125,26079.30078125,25946.69921875,26059.05078125,0
2025-10-23 08:45:00+00:00,25865.349609375,25996.849609375,25863.5,25958.19921875,0
2025-10-23 09:45:00+00:00,25870.30078125,25900.30078125,25862.599609375,25864.5,0
2025-10-24 03:45:00+00:00,25876.19921875,25939.30078125,25840.400390625,25939.30078125,0
2025-10-24 04:45:00+00:00,25827.30078125,25875.75,25796.5,25875.75,0
2025-10-24 05:45:00+00:00,25850.44921875,25857.849609375,25783.75,25826.30078125,0
2025-10-24 06:45:00+00:00,25825.94921875,25874.69921875,25806.0,25850.25,0
2025-10-24 07:45:00+00:00,25755.400390625,25831.099609375,25718.650390625,25826.400390625,0
2025-10-24 08:45:00+00:00,25799.5,25807.75,25737.94921875,25755.400390625,0
2025-10-24 09:45:00+00:00,25797.44921875,25809.25,25790.150390625,25798.94921875,0
2025-10-27 03:45:00+00:00,25961.849609375,25974.849609375,25828.099609375,25851.94921875,0
2025-10-27 04:45:00+00:00,25976.30078125,25981.30078125,25946.75,25962.75,0
2025-10-27 05:45:00+00:00,25996.25,26004.900390625,25946.25,25975.650390625,0
2025-10-27 06:45:00+00:00,25970.599609375,26001.099609375,25956.30078125,25996.849609375,0
2025-10-27 07:45:00+00:00,25938.5,25971.0,25918.400390625,25970.650390625,0
2025-10-27 08:45:00+00:00,25963.80078125,25984.900390625,25926.75,25939.30078125,0
2025-10-27 09:45:00+00:00,25974.0,25981.0,25958.05078125,25963.75,0
2025-10-28 03:45:00+00:00,25905.25,26040.900390625,25886.55078125,25937.099609375,0
2025-10-28 04:45:00+00:00,25852.30078125,25912.5,25840.19921875,25905.099609375,0
2025-10-28 05:45:00+00:00,25843.650390625,25899.400390625,25826.400390625,25852.25,0
2025-10-28 06:45:00+00:00,25926.349609375,25949.05078125,25829.650390625,25843.94921875,0
2025-10-28 07:45:00+00:00,25873.69921875,25956.0,25841.55078125,25926.05078125,0
2025-10-28 08:45:00+00:00,25943.0,25948.75,25810.5,25872.650390625,0
2025-10-28 09:45:00+00:00,25965.400390625,25968.150390625,25940.55078125,25941.849609375,0
2025-10-29 03:45:00+00:00,25997.69921875,26024.80078125,25960.55078125,25979.900390625,0
2025-10-29 04:45:00+00:00,26022.44921875,26064.0,25987.650390625,25998.19921875,0
2025-10-29 05:45:00+00:00,26054.75,26063.650390625,26007.900390625,26022.30078125,0
2025-10-29 06:45:00+00:00,26080.25,26084.30078125,26048.94921875,26055.19921875,0
2025-10-29 07:45:00+00:00,26052.849609375,26097.849609375,26038.900390625,26080.0,0
2025-10-29 08:45:00+00:00,26043.55078125,26082.400390625,26015.30078125,26053.150390625,0
2025-10-29 09:45:00+00:00,26068.30078125,26075.5,26042.80078125,26044.80078125,0
2025-10-30 03:45:00+00:00,25959.44921875,26028.30078125,25892.75,26006.400390625,0
2025-10-30 04:45:00+00:00,25956.099609375,25967.400390625,25911.94921875,25959.5,0
2025-10-30 05:45:00+00:00,25912.25,25975.0,25902.25,25956.30078125,0
2025-10-30 06:45:00+00:00,25923.05078125,25927.599609375,25896.900390625,25911.849609375,0
2025-10-30 07:45:00+00:00,25889.349609375,25932.349609375,25864.44921875,25924.0,0
2025-10-30 08:45:00+00:00,25873.75,25917.80078125,25845.55078125,25887.75,0
2025-10-30 09:45:00+00:00,25891.19921875,25893.94921875,25873.80078125,25874.599609375,0
2025-10-31 03:45:00+00:00,25878.849609375,25953.69921875,25822.19921875,25863.80078125,0
2025-10-31 04:45:00+00:00,25776.75,25879.0,25763.349609375,25879.0,0
2025-10-31 05:45:00+00:00,25797.849609375,25834.75,25769.55078125,25777.19921875,0
2025-10-31 06:45:00+00:00,25800.150390625,25816.400390625,25779.900390625,25798.150390625,0
2025-10-31 07:45:00+00:00,25776.55078125,25809.849609375,25754.150390625,25800.650390625,0
2025-10-31 08:45:00+00:00,25715.55078125,25786.400390625,25713.0,25777.400390625,0
2025-10-31 09:45:00+00:00,25731.900390625,25736.25,25711.400390625,25715.75,0
2025-11-03 03:45:00+00:00,25712.349609375,25761.5,25645.94921875,25694.099609375,0
2025-11-03 04:45:00+00:00,25753.900390625,25773.30078125,25695.349609375,25711.849609375,0
2025-11-03 05:45:00+00:00,25702.69921875,25760.900390625,25700.599609375,25753.94921875,0
2025-11-03 06:45:00+00:00,25752.099609375,25759.80078125,25697.0,25703.099609375,0
2025-11-03 07:45:00+00:00,25770.80078125,25780.349609375,25726.94921875,25752.0,0
2025-11-03 08:45:00+00:00,25765.94921875,25802.5,25736.55078125,25771.099609375,0
2025-11-03 09:45:00+00:00,25774.30078125,25785.900390625,25761.75,25765.599609375,0
2025-11-04 03:45:00+00:00,25698.19921875,25785.69921875,25685.400390625,25744.75,0
2025-11-04 04:45:00+00:00,25684.69921875,25720.55078125,25674.05078125,25698.55078125,0
2025-11-04 05:45:00+00:00,25680.5,25692.05078125,25649.099609375,25684.69921875,0
2025-11-04 06:45:00+00:00,25658.55078125,25690.400390625,25654.0,25680.5,0
2025-11-04 07:45:00+00:00,25616.5,25683.05078125,25607.5,25660.349609375,0
2025-11-04 08:45:00+00:00,25601.25,25634.650390625,25585.150390625,25617.05078125,0
2025-11-04 09:45:00+00:00,25585.349609375,25602.94921875,25579.44921875,25600.0,0
2025-11-06 03:45:00+00:00,25542.75,25678.150390625,25542.44921875,25604.05078125,0
2025-11-06 04:45:00+00:00,25560.5,25575.25,25520.75,25542.900390625,0
2025-11-06 05:45:00+00:00,25546.650390625,25574.400390625,25525.0,25560.69921875,0
2025-11-06 06:45:00+00:00,25583.599609375,25616.849609375,25530.55078125,25546.650390625,0
2025-11-06 07:45:00+00:00,25552.94921875,25603.099609375,25516.0,25584.19921875,0
2025-11-06 08:45:00+00:00,25500.599609375,25564.599609375,25491.75,25552.25,0
2025-11-06 09:45:00+00:00,25519.94921875,25521.44921875,25498.69921875,25500.349609375,0
2025-11-07 03:45:00+00:00,25343.25,25438.5,25318.650390625,25433.80078125,0
2025-11-07 04:45:00+00:00,25409.94921875,25413.80078125,25338.19921875,25343.94921875,0
2025-11-07 05:45:00+00:00,25454.19921875,25471.05078125,25405.150390625,25410.55078125,0
2025-11-07 06:45:00+00:00,25486.30078125,25502.349609375,25447.05078125,25454.849609375,0
2025-11-07 07:45:00+00:00,25474.400390625,25550.80078125,25456.599609375,25487.5,0
2025-11-07 08:45:00+00:00,25486.849609375,25540.5,25469.30078125,25474.0,0
2025-11-07 09:45:00+00:00,25510.80078125,25516.099609375,25485.75,25486.599609375,0
2025-11-10 03:45:00+00:00,25576.0,25595.5,25515.30078125,25515.80078125,0
2025-11-10 04:45:00+00:00,25629.900390625,25631.80078125,25575.19921875,25575.900390625,0
2025-11-10 05:45:00+00:00,25624.30078125,25651.44921875,25618.75,25629.099609375,0
2025-11-10 06:45:00+00:00,25630.25,25653.19921875,25620.30078125,25623.099609375,0
2025-11-10 07:45:00+00:00,25618.900390625,25642.94921875,25579.5,25630.75,0
2025-11-10 08:45:00+00:00,25565.44921875,25649.44921875,25562.099609375,25620.19921875,0
2025-11-10 09:45:00+00:00,25574.25,25579.05078125,25563.55078125,25565.05078125,0
2025-11-11 03:45:00+00:00,25501.94921875,25634.400390625,25487.5,25616.150390625,0
2025-11-11 04:45:00+00:00,25478.44921875,25512.30078125,25450.849609375,25502.30078125,0
2025-11-11 05:45:00+00:00,25538.30078125,25556.44921875,25463.19921875,25478.55078125,0
2025-11-11 06:45:00+00:00,25588.349609375,25590.55078125,25534.30078125,25538.19921875,0
2025-11-11 07:45:00+00:00,25647.19921875,25672.5,25586.80078125,25587.849609375,0
2025-11-11 08:45:00+00:00,25694.900390625,25702.150390625,25645.150390625,25646.400390625,0
2025-11-11 09:45:00+00:00,25705.55078125,25713.80078125,25686.94921875,25695.30078125,0
2025-11-12 03:45:00+00:00,25839.849609375,25863.849609375,25781.25,25822.599609375,0
2025-11-12 04:45:00+00:00,25881.900390625,25884.19921875,25829.94921875,25839.75,0
2025-11-12 05:45:00+00:00,25888.75,25907.599609375,25878.5,25882.599609375,0
2025-11-12 06:45:00+00:00,25923.25,25926.75,25887.150390625,25887.900390625,0
2025-11-12 07:45:00+00:00,25893.30078125,25934.0,25878.099609375,25922.94921875,0
2025-11-12 08:45:00+00:00,25884.400390625,25908.5,25869.599609375,25893.19921875,0
2025-11-12 09:45:00+00:00,25874.0,25885.0,25853.55078125,25884.349609375,0
2025-11-13 03:45:00+00:00,25898.5,25902.44921875,25809.0,25902.44921875,0
2025-11-13 04:45:00+00:00,25963.349609375,25975.75,25892.44921875,25898.55078125,0
2025-11-13 05:45:00+00:00,25980.099609375,25984.75,25958.05078125,25963.400390625,0
2025-11-13 06:45:00+00:00,25977.94921875,25989.400390625,25936.849609375,25980.5,0
2025-11-13 07:45:00+00:00,25894.44921875,26010.0,25871.099609375,25978.55078125,0
2025-11-13 08:45:00+00:00,25878.55078125,25939.94921875,25866.099609375,25894.0,0
2025-11-13 09:45:00+00:00,25884.099609375,25903.099609375,25868.44921875,25878.19921875,0
2025-11-14 03:45:00+00:00,25780.05078125,25878.94921875,25765.0,25776.849609375,0
2025-11-14 04:45:00+00:00,25855.25,25864.05078125,25751.849609375,25779.69921875,0
2025-11-14 05:45:00+00:00,25826.400390625,25863.099609375,25786.150390625,25854.75,0
2025-11-14 06:45:00+00:00,25799.599609375,25839.25,25781.75,25824.75,0
2025-11-14 07:45:00+00:00,25774.400390625,25820.19921875,25741.69921875,25799.0,0
2025-11-14 08:45:00+00:00,25930.19921875,25939.650390625,25757.150390625,25772.849609375,0
2025-11-14 09:45:00+00:00,25916.80078125,25936.80078125,25906.30078125,25930.94921875,0
2025-11-17 03:45:00+00:00,25949.30078125,25979.5,25906.599609375,25940.599609375,0
2025-11-17 04:45:00+00:00,25946.19921875,25971.349609375,25924.75,25949.44921875,0
2025-11-17 05:45:00+00:00,25967.650390625,25973.80078125,25915.099609375,25946.80078125,0
2025-11-17 06:45:00+00:00,25980.94921875,25996.19921875,25962.69921875,25968.5,0
2025-11-17 07:45:00+00:00,26010.5,26022.94921875,25965.650390625,25980.349609375,0
2025-11-17 08:45:00+00:00,26012.400390625,26014.94921875,25977.19921875,26011.19921875,0
2025-11-17 09:45:00+00:00,26014.30078125,26023.650390625,26009.349609375,26013.150390625,0
2025-11-18 03:45:00+00:00,25895.849609375,26023.599609375,25882.30078125,26023.599609375,0
2025-11-18 04:45:00+00:00,25933.900390625,25936.19921875,25877.25,25895.25,0
2025-11-18 05:45:00+00:00,25962.5,25983.19921875,25924.19921875,25932.599609375,0
2025-11-18 06:45:00+00:00,25953.5,25965.19921875,25927.599609375,25962.5,0
2025-11-18 07:45:00+00:00,25988.69921875,25997.150390625,25952.94921875,25952.94921875,0
2025-11-18 08:45:00+00:00,25897.75,25994.94921875,25897.349609375,25988.44921875,0
2025-11-18 09:45:00+00:00,25894.69921875,25909.05078125,25876.75,25896.94921875,0
2025-11-19 03:45:00+00:00,25952.099609375,25954.5,25856.69921875,25929.849609375,0
2025-11-19 04:45:00+00:00,25927.0,25978.900390625,25925.599609375,25952.30078125,0
2025-11-19 05:45:00+00:00,25993.30078125,25999.75,25917.80078125,25927.19921875,0
2025-11-19 06:45:00+00:00,26027.900390625,26038.599609375,25993.5,25993.5,0
2025-11-19 07:45:00+00:00,26033.0,26034.0,25987.30078125,26029.0,0
2025-11-19 08:45:00+00:00,26059.099609375,26074.55078125,26032.55078125,26033.099609375,0
2025-11-19 09:45:00+00:00,26052.69921875,26059.650390625,26041.150390625,26059.25,0
2025-11-20 03:45:00+00:00,26099.650390625,26128.69921875,26064.05078125,26128.69921875,0
2025-11-20 04:45:00+00:00,26133.099609375,26144.849609375,26097.400390625,26100.69921875,0
2025-11-20 05:45:00+00:00,26146.05078125,26152.599609375,26125.849609375,26133.400390625,0
2025-11-20 06:45:00+00:00,26177.80078125,26184.69921875,26135.349609375,26146.150390625,0
2025-11-20 07:45:00+00:00,26224.650390625,26227.80078125,26172.900390625,26177.099609375,0
2025-11-20 08:45:00+00:00,26203.19921875,26246.19921875,26169.599609375,26224.25,0
2025-11-20 09:45:00+00:00,26197.400390625,26205.25,26187.30078125,26204.599609375,0
2025-11-21 03:45:00+00:00,26087.400390625,26173.69921875,26082.05078125,26121.19921875,0
2025-11-21 04:45:00+00:00,26106.69921875,26110.55078125,26055.94921875,26088.0,0
2025-11-21 05:45:00+00:00,26123.900390625,26126.349609375,26070.94921875,26107.19921875,0
2025-11-21 06:45:00+00:00,26135.55078125,26179.099609375,26122.55078125,26124.55078125,0
2025-11-21 07:45:00+00:00,26147.150390625,26148.69921875,26099.349609375,26136.400390625,0
2025-11-21 08:45:00+00:00,26069.349609375,26161.69921875,26064.05078125,26146.75,0
2025-11-21 09:45:00+00:00,26063.94921875,26080.400390625,26052.80078125,26070.150390625,0
2025-11-24 03:45:00+00:00,26128.5,26134.19921875,26064.69921875,26128.30078125,0
2025-11-24 04:45:00+00:00,26098.099609375,26142.5,26094.400390625,26129.05078125,0
2025-11-24 05:45:00+00:00,26069.099609375,26130.94921875,26063.400390625,26098.400390625,0
2025-11-24 06:45:00+00:00,26080.599609375,26093.30078125,26047.0,26068.650390625,0
2025-11-24 07:45:00+00:00,26057.150390625,26096.05078125,26035.099609375,26081.80078125,0
2025-11-24 08:45:00+00:00,25954.400390625,26060.05078125,25952.55078125,26054.650390625,0
2025-11-24 09:45:00+00:00,25943.349609375,25960.650390625,25913.0,25954.55078125,0
2025-11-25 03:45:00+00:00,26018.599609375,26025.25,25924.55078125,25997.599609375,0
2025-11-25 04:45:00+00:00,25945.19921875,26024.0,25927.150390625,26019.349609375,0
2025-11-25 05:45:00+00:00,25981.400390625,25994.75,25942.349609375,25945.25,0
2025-11-25 06:45:00+00:00,25990.25,26009.30078125,25954.349609375,25981.599609375,0
2025-11-25 07:45:00+00:00,26020.25,26028.55078125,25983.349609375,25990.0,0
2025-11-25 08:45:00+00:00,25886.0,26032.099609375,25869.75,26020.599609375,0
2025-11-25 09:45:00+00:00,25860.30078125,25886.05078125,25858.400390625,25886.05078125,0
2025-11-26 03:45:00+00:00,26084.5,26098.19921875,25842.94921875,25842.94921875,0
2025-11-26 04:45:00+00:00,26116.5,26130.5,26061.900390625,26084.25,0
2025-11-26 05:45:00+00:00,26156.849609375,26161.19921875,26115.900390625,26116.75,0
2025-11-26 06:45:00+00:00,26188.900390625,26195.25,26147.25,26156.94921875,0
2025-11-26 07:45:00+00:00,26197.349609375,26211.94921875,26151.900390625,26188.55078125,0
2025-11-26 08:45:00+00:00,26212.599609375,26214.80078125,26159.05078125,26197.599609375,0
2025-11-26 09:45:00+00:00,26202.69921875,26213.5,26196.599609375,26213.5,0
2025-11-27 03:45:00+00:00,26283.0,26304.150390625,26210.849609375,26261.25,0
2025-11-27 04:45:00+00:00,26297.650390625,26310.05078125,26265.650390625,26282.69921875,0
2025-11-27 05:45:00+00:00,26243.94921875,26302.349609375,26228.650390625,26297.650390625,0
2025-11-27 06:45:00+00:00,26178.30078125,26256.94921875,26175.80078125,26244.0,0
2025-11-27 07:45:00+00:00,26180.94921875,26197.25,26142.150390625,26177.25,0
2025-11-27 08:45:00+00:00,26213.150390625,26228.19921875,26172.30078125,26180.5,0
2025-11-27 09:45:00+00:00,26220.80078125,26234.19921875,26207.599609375,26212.650390625,0
2025-11-28 03:45:00+00:00,26240.400390625,26267.19921875,26172.900390625,26246.900390625,0
2025-11-28 04:45:00+00:00,26266.5,26280.19921875,26218.80078125,26240.650390625,0
2025-11-28 05:45:00+00:00,26240.75,26273.25,26232.599609375,26266.900390625,0
2025-11-28 06:45:00+00:00,26217.900390625,26240.55078125,26204.0,26239.349609375,0
2025-11-28 07:45:00+00:00,26200.75,26234.900390625,26194.0,26217.44921875,0
2025-11-28 08:45:00+00:00,26197.55078125,26222.44921875,26194.900390625,26200.94921875,0
2025-11-28 09:45:00+00:00,26204.55078125,26213.650390625,26191.900390625,26197.44921875,0
2025-12-01 03:45:00+00:00,26284.94921875,26319.900390625,26263.94921875,26319.900390625,0
2025-12-01 04:45:00+00:00,26242.400390625,26289.55078125,26224.55078125,26283.650390625,0
2025-12-01 05:45:00+00:00,26175.650390625,26261.900390625,26168.900390625,26242.599609375,0
2025-12-01 06:45:00+00:00,26186.94921875,26188.55078125,26149.849609375,26175.900390625,0
2025-12-01 07:45:00+00:00,26213.849609375,26228.94921875,26164.650390625,26187.05078125,0
2025-12-01 08:45:00+00:00,26179.5,26217.599609375,26124.80078125,26214.55078125,0
2025-12-01 09:45:00+00:00,26175.94921875,26185.05078125,26166.94921875,26179.650390625,0
2025-12-02 03:45:00+00:00,26058.69921875,26154.599609375,26055.650390625,26096.05078125,0
2025-12-02 04:45:00+00:00,26080.75,26100.5,26047.099609375,26058.900390625,0
2025-12-02 05:45:00+00:00,26051.55078125,26085.30078125,26041.05078125,26080.55078125,0
2025-12-02 06:45:00+00:00,26035.80078125,26085.099609375,26032.05078125,26051.75,0
2025-12-02 07:45:00+00:00,26045.05078125,26061.650390625,26028.849609375,26035.400390625,0
2025-12-02 08:45:00+00:00,26036.75,26046.75,25999.099609375,26045.599609375,0
2025-12-02 09:45:00+00:00,26057.0,26060.30078125,26027.80078125,26036.400390625,0
2025-12-03 03:45:00+00:00,25928.099609375,26062.650390625,25898.19921875,26004.900390625,0
2025-12-03 04:45:00+00:00,25920.400390625,25939.900390625,25897.099609375,25928.19921875,0
2025-12-03 05:45:00+00:00,25954.19921875,25962.0,25891.150390625,25919.650390625,0
2025-12-03 06:45:00+00:00,25938.75,25966.849609375,25916.0,25952.80078125,0
2025-12-03 07:45:00+00:00,25948.900390625,25955.5,25905.650390625,25938.099609375,0
2025-12-03 08:45:00+00:00,25992.75,26005.55078125,25918.44921875,25948.349609375,0
2025-12-03 09:45:00+00:00,25981.150390625,25995.05078125,25976.349609375,25992.44921875,0
2025-12-04 03:45:00+00:00,26041.900390625,26044.849609375,25940.099609375,25981.849609375,0
2025-12-04 04:45:00+00:00,26077.05078125,26097.80078125,26037.150390625,26042.75,0
2025-12-04 05:45:00+00:00,26027.80078125,26077.44921875,26014.400390625,26077.05078125,0
2025-12-04 06:45:00+00:00,26001.0,26030.75,25989.25,26028.150390625,0
2025-12-04 07:45:00+00:00,26004.30078125,26027.599609375,25962.400390625,26000.80078125,0
2025-12-04 08:45:00+00:00,26038.599609375,26059.05078125,25988.150390625,26004.05078125,0
2025-12-04 09:45:00+00:00,26010.349609375,26040.900390625,26004.900390625,26037.69921875,0
2025-12-05 03:45:00+00:00,26078.55078125,26102.05078125,25991.849609375,26001.150390625,0
2025-12-05 04:45:00+00:00,26143.5,26146.349609375,26007.25,26077.150390625,0
2025-12-05 05:45:00+00:00,26130.150390625,26156.400390625,26121.5,26142.94921875,0
2025-12-05 06:45:00+00:00,26180.94921875,26202.55078125,26127.44921875,26130.099609375,0
2025-12-05 07:45:00+00:00,26165.099609375,26200.400390625,26148.30078125,26180.25,0
2025-12-05 08:45:00+00:00,26188.650390625,26196.69921875,26122.80078125,26165.19921875,0
2025-12-05 09:45:00+00:00,26176.650390625,26199.25,26176.400390625,26187.55078125,0
2025-12-08 03:45:00+00:00,26096.5,26178.400390625,26068.69921875,26158.849609375,0
2025-12-08 04:45:00+00:00,26070.69921875,26109.150390625,26051.900390625,26096.599609375,0
2025-12-08 05:45:00+00:00,26035.30078125,26077.849609375,26034.55078125,26070.55078125,0
2025-12-08 06:45:00+00:00,26030.19921875,26050.30078125,26004.69921875,26034.0,0
2025-12-08 07:45:00+00:00,25914.400390625,26031.150390625,25903.099609375,26030.80078125,0
2025-12-08 08:45:00+00:00,25971.150390625,25984.099609375,25892.400390625,25914.05078125,0
2025-12-08 09:45:00+00:00,25932.80078125,25973.349609375,25918.19921875,25970.30078125,0
2025-12-09 03:45:00+00:00,25784.05078125,25889.849609375,25728.05078125,25867.099609375,0
2025-12-09 04:45:00+00:00,25864.400390625,25868.150390625,25778.849609375,25784.05078125,0
2025-12-09 05:45:00+00:00,25893.05078125,25899.69921875,25817.80078125,25865.0,0
2025-12-09 06:45:00+00:00,25876.19921875,25923.150390625,25852.0,25892.150390625,0
2025-12-09 07:45:00+00:00,25885.5,25907.400390625,25864.349609375,25875.55078125,0
2025-12-09 08:45:00+00:00,25837.650390625,25886.099609375,25801.599609375,25884.650390625,0
2025-12-09 09:45:00+00:00,25838.94921875,25847.69921875,25831.80078125,25835.349609375,0
2025-12-10 03:45:00+00:00,25919.849609375,25922.25,25833.80078125,25863.900390625,0
2025-12-10 04:45:00+00:00,25874.650390625,25947.650390625,25822.69921875,25920.80078125,0
2025-12-10 05:45:00+00:00,25830.650390625,25880.80078125,25817.349609375,25876.05078125,0
2025-12-10 06:45:00+00:00,25801.849609375,25839.349609375,25768.05078125,25830.69921875,0
2025-12-10 07:45:00+00:00,25758.5,25850.19921875,25750.55078125,25802.30078125,0
2025-12-10 08:45:00+00:00,25760.099609375,25788.69921875,25734.900390625,25758.44921875,0
2025-12-10 09:45:00+00:00,25742.650390625,25767.400390625,25742.650390625,25761.400390625,0
2025-12-11 03:45:00+00:00,25807.55078125,25807.55078125,25693.30078125,25777.44921875,0
2025-12-11 04:45:00+00:00,25797.44921875,25844.44921875,25764.5,25805.5,0
2025-12-11 05:45:00+00:00,25876.599609375,25889.80078125,25789.900390625,25797.5,0
2025-12-11 06:45:00+00:00,25855.150390625,25918.099609375,25840.80078125,25878.599609375,0
2025-12-11 07:45:00+00:00,25866.19921875,25901.849609375,25850.55078125,25854.05078125,0
2025-12-11 08:45:00+00:00,25895.44921875,25921.75,25848.25,25863.25,0
2025-12-11 09:45:00+00:00,25898.400390625,25903.400390625,25891.05078125,25895.099609375,0
2025-12-12 03:45:00+00:00,25988.5,26038.150390625,25964.900390625,25971.19921875,0
2025-12-12 04:45:00+00:00,25990.44921875,26008.25,25939.05078125,25989.150390625,0
2025-12-12 05:45:00+00:00,26013.650390625,26037.849609375,25989.25,25990.80078125,0
2025-12-12 06:45:00+00:00,26034.05078125,26037.849609375,26007.55078125,26014.19921875,0
2025-12-12 07:45:00+00:00,26043.05078125,26056.25,26008.94921875,26034.69921875,0
2025-12-12 08:45:00+00:00,26054.099609375,26057.400390625,26015.80078125,26042.900390625,0
2025-12-12 09:45:00+00:00,26037.150390625,26054.5,26037.150390625,26053.94921875,0
2025-12-15 03:45:00+00:00,25961.349609375,26004.0,25904.75,25957.25,0
2025-12-15 04:45:00+00:00,25980.94921875,25997.55078125,25946.94921875,25961.349609375,0
2025-12-15 05:45:00+00:00,26018.55078125,26028.0,25961.55078125,25980.849609375,0
2025-12-15 06:45:00+00:00,26042.099609375,26044.599609375,26003.44921875,26019.55078125,0
2025-12-15 07:45:00+00:00,26009.849609375,26043.94921875,25990.150390625,26041.94921875,0
2025-12-15 08:45:00+00:00,26030.05078125,26047.0,26007.400390625,26009.5,0
2025-12-15 09:45:00+00:00,26014.0,26031.55078125,26013.349609375,26029.849609375,0
2025-12-16 03:45:00+00:00,25892.849609375,25970.0,25879.55078125,25966.75,0
2025-12-16 04:45:00+00:00,25898.80078125,25922.69921875,25888.150390625,25892.44921875,0
2025-12-16 05:45:00+00:00,25887.5,25911.19921875,25870.5,25898.25,0
2025-12-16 06:45:00+00:00,25886.849609375,25914.44921875,25875.849609375,25887.05078125,0
2025-12-16 07:45:00+00:00,25883.25,25929.150390625,25875.900390625,25887.650390625,0
2025-12-16 08:45:00+00:00,25856.05078125,25902.05078125,25848.55078125,25883.80078125,0
2025-12-16 09:45:00+00:00,25851.349609375,25858.75,25834.849609375,25858.75,0
2025-12-17 03:45:00+00:00,25841.05078125,25928.650390625,25823.94921875,25902.400390625,0
2025-12-17 04:45:00+00:00,25842.75,25851.75,25801.80078125,25840.150390625,0
2025-12-17 05:45:00+00:00,25796.400390625,25851.30078125,25789.349609375,25842.05078125,0
2025-12-17 06:45:00+00:00,25791.400390625,25812.849609375,25779.69921875,25796.25,0
2025-12-17 07:45:00+00:00,25798.55078125,25826.150390625,25780.900390625,25791.44921875,0
2025-12-17 08:45:00+00:00,25816.349609375,25832.650390625,25770.80078125,25798.5,0
